image,culture_id,maladie_id,etat_id
leaf spot597_.jpg,1,3,1
leaf spot646_.jpg,1,3,1
AUG_dbfc30f8.jpg,1,0,0
648maize_valid_leaf spot.JPG,1,3,1
17maize_valid_streak virus.JPG,1,1,1
healthy64_.jpg,1,0,0
leaf blight68_.jpg,1,2,1
leaf spot1230_.jpg,1,3,1
leaf spot727_.jpg,1,3,1
leaf blight320_.jpg,1,2,1
AUG_90dc822f.jpg,1,0,0
671maize_valid_leaf blight.JPG,1,2,1
streak virus731_.jpg,1,1,1
streak virus218_.jpg,1,1,1
leaf blight709_.jpg,1,2,1
streak virus533_.jpg,1,1,1
359maize_valid_leaf blight.JPG,1,2,1
leaf spot808_.jpg,1,3,1
965maize_valid_streak virus.JPG,1,1,1
335maize_valid_streak virus.JPG,1,1,1
399maize_valid_leaf spot.JPG,1,3,1
streak virus904_.jpg,1,1,1
streak virus499_.jpg,1,1,1
streak virus91_.jpg,1,1,1
812maize_valid_streak virus.JPG,1,1,1
25maize_valid_leaf spot.JPG,1,3,1
AUG_d4ecf268.jpg,1,0,0
leaf blight84_.jpg,1,2,1
streak virus358_.jpg,1,1,1
AUG_d10898cb.jpg,1,0,0
43maize_valid_leaf blight.JPG,1,2,1
leaf blight97_.jpg,1,2,1
2202maize_train_leaf blight.JPG,1,2,1
leaf spot1045_.jpg,1,3,1
218maize_train_streak virus.JPG,1,1,1
1928maize_train_leaf spot.JPG,1,3,1
AUG_e29932cd.jpg,1,0,0
408maize_valid_leaf blight.JPG,1,2,1
healthy186_.jpg,1,0,0
288maize_valid_streak virus.JPG,1,1,1
streak virus757_.jpg,1,1,1
leaf spot211_.jpg,1,3,1
leaf spot593_.jpg,1,3,1
2292maize_train_leaf blight.JPG,1,2,1
leaf spot590_.jpg,1,3,1
streak virus968_.jpg,1,1,1
574maize_train_streak virus.JPG,1,1,1
AUG_8db2528b.jpg,1,0,0
657maize_valid_leaf spot.JPG,1,3,1
AUG_3cf7a67b.jpg,1,0,0
leaf spot45_.jpg,1,3,1
377maize_valid_streak virus.JPG,1,1,1
2068maize_train_leaf blight.JPG,1,2,1
streak virus14_.jpg,1,1,1
streak virus943_.jpg,1,1,1
leaf spot165_.jpg,1,3,1
260maize_train_streak virus.JPG,1,1,1
leaf spot1113_.jpg,1,3,1
918maize_valid_leaf blight.JPG,1,2,1
leaf spot208_.jpg,1,3,1
leaf spot623_.jpg,1,3,1
leaf spot1126_.jpg,1,3,1
leaf blight131_.jpg,1,2,1
leaf spot764_.jpg,1,3,1
healthy108_.jpg,1,0,0
AUG_3ecfbb5b.jpg,1,0,0
streak virus802_.jpg,1,1,1
leaf blight610_.jpg,1,2,1
441maize_valid_leaf blight.JPG,1,2,1
91maize_valid_streak virus.JPG,1,1,1
AUG_a460f770.jpg,1,0,0
streak virus637_.jpg,1,1,1
1255maize_valid_leaf spot.JPG,1,3,1
5maize_valid_leaf blight.JPG,1,2,1
105maize_train_healthy.JPG,1,0,0
streak virus993_.jpg,1,1,1
AUG_a8366856.jpg,1,0,0
558maize_train_streak virus.JPG,1,1,1
streak virus610_.jpg,1,1,1
leaf blight605_.jpg,1,2,1
leaf spot366_.jpg,1,3,1
streak virus984_.jpg,1,1,1
leaf blight373_.jpg,1,2,1
AUG_8b9dcc6a.jpg,1,0,0
1881maize_train_leaf spot.JPG,1,3,1
AUG_d82e1af3.jpg,1,0,0
leaf spot1034_.jpg,1,3,1
506maize_train_streak virus.JPG,1,1,1
leaf blight877_.jpg,1,2,1
AUG_4e30c14e.jpg,1,0,0
streak virus387_.jpg,1,1,1
leaf spot527_.jpg,1,3,1
leaf blight70_.jpg,1,2,1
streak virus311_.jpg,1,1,1
leaf spot531_.jpg,1,3,1
AUG_0236c5dd.jpg,1,0,0
134maize_valid_streak virus.JPG,1,1,1
799maize_valid_leaf blight.JPG,1,2,1
leaf blight950_.jpg,1,2,1
leaf spot175_.jpg,1,3,1
leaf blight937_.jpg,1,2,1
773maize_valid_leaf blight.JPG,1,2,1
AUG_9b3ea640.jpg,1,0,0
leaf spot316_.jpg,1,3,1
leaf blight768_.jpg,1,2,1
701maize_valid_leaf spot.JPG,1,3,1
leaf blight793_.jpg,1,2,1
AUG_94bfce9b.jpg,1,0,0
559maize_train_streak virus.JPG,1,1,1
2169maize_train_leaf blight.JPG,1,2,1
AUG_03316dd2.jpg,1,0,0
AUG_6eb9bcb3.jpg,1,0,0
212maize_train_streak virus.JPG,1,1,1
488maize_valid_streak virus.JPG,1,1,1
leaf blight948_.jpg,1,2,1
981maize_valid_streak virus.JPG,1,1,1
leaf blight250_.jpg,1,2,1
233maize_train_healthy.JPG,1,0,0
225maize_train_healthy.JPG,1,0,0
streak virus845_.jpg,1,1,1
leaf spot550_.jpg,1,3,1
75maize_train_streak virus.JPG,1,1,1
leaf blight408_.jpg,1,2,1
845maize_valid_streak virus.JPG,1,1,1
678maize_train_leaf blight.JPG,1,2,1
healthy136_.jpg,1,0,0
leaf blight791_.jpg,1,2,1
leaf spot850_.jpg,1,3,1
789maize_train_streak virus.JPG,1,1,1
leaf spot474_.jpg,1,3,1
healthy185_.jpg,1,0,0
leaf spot135_.jpg,1,3,1
AUG_76e859ff.jpg,1,0,0
leaf blight660_.jpg,1,2,1
streak virus552_.jpg,1,1,1
streak virus300_.jpg,1,1,1
leaf spot928_.jpg,1,3,1
leaf blight35_.jpg,1,2,1
leaf spot1103_.jpg,1,3,1
2maize_valid_streak virus.JPG,1,1,1
streak virus403_.jpg,1,1,1
996maize_valid_streak virus.JPG,1,1,1
streak virus136_.jpg,1,1,1
AUG_7501b725.jpg,1,0,0
healthy149_.jpg,1,0,0
leaf spot687_.jpg,1,3,1
streak virus378_.jpg,1,1,1
leaf blight198_.jpg,1,2,1
streak virus842_.jpg,1,1,1
leaf spot1057_.jpg,1,3,1
1040maize_train_leaf spot.JPG,1,3,1
streak virus769_.jpg,1,1,1
leaf blight705_.jpg,1,2,1
100maize_train_healthy.JPG,1,0,0
streak virus197_.jpg,1,1,1
370maize_valid_streak virus.JPG,1,1,1
AUG_93bea636.jpg,1,0,0
leaf spot1136_.jpg,1,3,1
952maize_train_leaf blight.JPG,1,2,1
367maize_valid_streak virus.JPG,1,1,1
streak virus599_.jpg,1,1,1
leaf spot489_.jpg,1,3,1
516maize_valid_leaf blight.JPG,1,2,1
streak virus815_.jpg,1,1,1
372maize_valid_streak virus.JPG,1,1,1
streak virus597_.jpg,1,1,1
healthy157_.jpg,1,0,0
streak virus77_.jpg,1,1,1
leaf blight323_.jpg,1,2,1
1003maize_valid_leaf blight.JPG,1,2,1
leaf spot494_.jpg,1,3,1
leaf blight961_.jpg,1,2,1
leaf spot1232_.jpg,1,3,1
leaf blight627_.jpg,1,2,1
384maize_valid_streak virus.JPG,1,1,1
leaf blight682_.jpg,1,2,1
702maize_valid_leaf spot.JPG,1,3,1
367maize_valid_leaf blight.JPG,1,2,1
healthy54_.jpg,1,0,0
662maize_valid_leaf spot.JPG,1,3,1
AUG_057099ab.jpg,1,0,0
leaf spot286_.jpg,1,3,1
2189maize_train_leaf blight.JPG,1,2,1
AUG_1199bfef.jpg,1,0,0
825maize_valid_streak virus.JPG,1,1,1
AUG_551ce3dc.jpg,1,0,0
leaf spot954_.jpg,1,3,1
AUG_3fca9f60.jpg,1,0,0
716maize_valid_streak virus.JPG,1,1,1
958maize_train_leaf blight.JPG,1,2,1
AUG_3275ea66.jpg,1,0,0
leaf blight712_.jpg,1,2,1
45maize_train_leaf blight.JPG,1,2,1
705maize_train_streak virus.JPG,1,1,1
leaf blight512_.jpg,1,2,1
leaf spot1178_.jpg,1,3,1
360maize_valid_leaf blight.JPG,1,2,1
streak virus379_.jpg,1,1,1
leaf spot87_.jpg,1,3,1
AUG_fc448321.jpg,1,0,0
leaf spot616_.jpg,1,3,1
leaf spot1062_.jpg,1,3,1
leaf spot488_.jpg,1,3,1
97maize_train_healthy.JPG,1,0,0
leaf spot725_.jpg,1,3,1
leaf blight489_.jpg,1,2,1
404maize_valid_leaf blight.JPG,1,2,1
leaf blight781_.jpg,1,2,1
streak virus456_.jpg,1,1,1
198maize_valid_leaf blight.JPG,1,2,1
AUG_ee8aaeeb.jpg,1,0,0
streak virus535_.jpg,1,1,1
AUG_6a2b8f59.jpg,1,0,0
leaf spot975_.jpg,1,3,1
141maize_train_healthy.JPG,1,0,0
425maize_valid_leaf blight.JPG,1,2,1
667maize_valid_streak virus.JPG,1,1,1
leaf blight777_.jpg,1,2,1
leaf spot665_.jpg,1,3,1
303maize_train_streak virus.JPG,1,1,1
AUG_9280dd3e.jpg,1,0,0
streak virus52_.jpg,1,1,1
leaf spot149_.jpg,1,3,1
leaf spot1196_.jpg,1,3,1
streak virus128_.jpg,1,1,1
726maize_valid_leaf spot.JPG,1,3,1
209maize_train_streak virus.JPG,1,1,1
leaf blight140_.jpg,1,2,1
AUG_859a5a24.jpg,1,0,0
AUG_3e96621b.jpg,1,0,0
AUG_27716410.jpg,1,0,0
1899maize_train_leaf spot.JPG,1,3,1
streak virus11_.jpg,1,1,1
451maize_valid_leaf blight.JPG,1,2,1
leaf spot1172_.jpg,1,3,1
leaf blight623_.jpg,1,2,1
leaf spot929_.jpg,1,3,1
leaf spot1078_.jpg,1,3,1
streak virus785_.jpg,1,1,1
leaf blight385_.jpg,1,2,1
262maize_train_healthy.JPG,1,0,0
leaf blight240_.jpg,1,2,1
leaf spot181_.jpg,1,3,1
358maize_valid_streak virus.JPG,1,1,1
AUG_48b92688.jpg,1,0,0
AUG_ffa77459.jpg,1,0,0
streak virus26_.jpg,1,1,1
527maize_train_streak virus.JPG,1,1,1
leaf blight44_.jpg,1,2,1
leaf blight218_.jpg,1,2,1
AUG_7b4de5ed.jpg,1,0,0
34maize_train_healthy.JPG,1,0,0
leaf spot877_.jpg,1,3,1
healthy122_.jpg,1,0,0
1031maize_train_leaf spot.JPG,1,3,1
1174maize_valid_leaf spot.JPG,1,3,1
healthy175_.jpg,1,0,0
AUG_3bd7b25f.jpg,1,0,0
86maize_train_healthy.JPG,1,0,0
AUG_69046ac0.jpg,1,0,0
195maize_train_leaf blight.JPG,1,2,1
streak virus536_.jpg,1,1,1
leaf blight752_.jpg,1,2,1
leaf blight651_.jpg,1,2,1
leaf blight213_.jpg,1,2,1
1118maize_valid_leaf spot.JPG,1,3,1
269maize_valid_streak virus.JPG,1,1,1
healthy189_.jpg,1,0,0
208maize_train_healthy.JPG,1,0,0
leaf spot698_.jpg,1,3,1
leaf spot22_.jpg,1,3,1
791maize_train_streak virus.JPG,1,1,1
AUG_f9aff5e5.jpg,1,0,0
581maize_valid_streak virus.JPG,1,1,1
leaf blight555_.jpg,1,2,1
leaf spot126_.jpg,1,3,1
streak virus762_.jpg,1,1,1
leaf blight997_.jpg,1,2,1
leaf spot603_.jpg,1,3,1
2089maize_train_leaf blight.JPG,1,2,1
leaf spot299_.jpg,1,3,1
16maize_valid_leaf blight.JPG,1,2,1
leaf blight318_.jpg,1,2,1
566maize_valid_streak virus.JPG,1,1,1
leaf spot439_.jpg,1,3,1
leaf spot1207_.jpg,1,3,1
703maize_valid_streak virus.JPG,1,1,1
489maize_valid_streak virus.JPG,1,1,1
158maize_valid_leaf blight.JPG,1,2,1
leaf spot117_.jpg,1,3,1
leaf spot148_.jpg,1,3,1
291maize_valid_streak virus.JPG,1,1,1
AUG_9fca216f.jpg,1,0,0
833maize_valid_streak virus.JPG,1,1,1
AUG_86fa3055.jpg,1,0,0
355maize_valid_streak virus.JPG,1,1,1
295maize_valid_leaf blight.JPG,1,2,1
AUG_edd06c77.jpg,1,0,0
leaf spot1144_.jpg,1,3,1
223maize_valid_leaf spot.JPG,1,3,1
675maize_valid_streak virus.JPG,1,1,1
84maize_train_streak virus.JPG,1,1,1
streak virus639_.jpg,1,1,1
711maize_train_streak virus.JPG,1,1,1
376maize_valid_streak virus.JPG,1,1,1
leaf spot827_.jpg,1,3,1
67maize_train_healthy.JPG,1,0,0
176maize_train_leaf blight.JPG,1,2,1
40maize_train_healthy.JPG,1,0,0
leaf spot16_.jpg,1,3,1
387maize_valid_streak virus.JPG,1,1,1
streak virus312_.jpg,1,1,1
streak virus441_.jpg,1,1,1
streak virus843_.jpg,1,1,1
leaf spot459_.jpg,1,3,1
leaf spot461_.jpg,1,3,1
198maize_train_streak virus.JPG,1,1,1
755maize_train_streak virus.JPG,1,1,1
streak virus49_.jpg,1,1,1
healthy101_.jpg,1,0,0
976maize_valid_streak virus.JPG,1,1,1
AUG_0bfa986e.jpg,1,0,0
666maize_valid_streak virus.JPG,1,1,1
AUG_7a86ac95.jpg,1,0,0
leaf spot486_.jpg,1,3,1
leaf spot513_.jpg,1,3,1
AUG_4a5593ef.jpg,1,0,0
leaf blight717_.jpg,1,2,1
leaf blight758_.jpg,1,2,1
streak virus822_.jpg,1,1,1
streak virus397_.jpg,1,1,1
leaf blight784_.jpg,1,2,1
leaf spot944_.jpg,1,3,1
leaf spot1233_.jpg,1,3,1
AUG_a40dc110.jpg,1,0,0
64maize_train_healthy.JPG,1,0,0
streak virus664_.jpg,1,1,1
AUG_f0dd9564.jpg,1,0,0
streak virus609_.jpg,1,1,1
606maize_valid_streak virus.JPG,1,1,1
leaf spot1010_.jpg,1,3,1
leaf spot454_.jpg,1,3,1
streak virus126_.jpg,1,1,1
leaf spot870_.jpg,1,3,1
streak virus324_.jpg,1,1,1
leaf blight741_.jpg,1,2,1
710maize_valid_leaf spot.JPG,1,3,1
656maize_train_leaf blight.JPG,1,2,1
healthy177_.jpg,1,0,0
streak virus940_.jpg,1,1,1
AUG_fdf8e046.jpg,1,0,0
leaf blight515_.jpg,1,2,1
leaf blight342_.jpg,1,2,1
streak virus121_.jpg,1,1,1
streak virus616_.jpg,1,1,1
455maize_valid_leaf spot.JPG,1,3,1
209maize_valid_healthy.JPG,1,0,0
1251maize_valid_leaf spot.JPG,1,3,1
leaf spot127_.jpg,1,3,1
leaf spot409_.jpg,1,3,1
leaf blight947_.jpg,1,2,1
AUG_47dfbb1c.jpg,1,0,0
11maize_valid_streak virus.JPG,1,1,1
streak virus518_.jpg,1,1,1
leaf spot248_.jpg,1,3,1
602maize_train_streak virus.JPG,1,1,1
550maize_train_streak virus.JPG,1,1,1
leaf spot255_.jpg,1,3,1
leaf blight326_.jpg,1,2,1
leaf blight902_.jpg,1,2,1
leaf blight742_.jpg,1,2,1
leaf spot1133_.jpg,1,3,1
streak virus53_.jpg,1,1,1
AUG_05bb2fda.jpg,1,0,0
leaf spot800_.jpg,1,3,1
leaf blight861_.jpg,1,2,1
leaf spot840_.jpg,1,3,1
leaf spot1169_.jpg,1,3,1
healthy194_.jpg,1,0,0
384maize_valid_leaf spot.JPG,1,3,1
848maize_valid_streak virus.JPG,1,1,1
streak virus386_.jpg,1,1,1
706maize_valid_leaf spot.JPG,1,3,1
AUG_6e087f25.jpg,1,0,0
leaf spot789_.jpg,1,3,1
leaf blight688_.jpg,1,2,1
AUG_8396bf67.jpg,1,0,0
413maize_valid_leaf blight.JPG,1,2,1
138maize_valid_streak virus.JPG,1,1,1
healthy158_.jpg,1,0,0
596maize_valid_streak virus.JPG,1,1,1
leaf blight427_.jpg,1,2,1
16maize_train_healthy.JPG,1,0,0
AUG_6dd1f0af.jpg,1,0,0
streak virus480_.jpg,1,1,1
674maize_valid_leaf spot.JPG,1,3,1
leaf spot227_.jpg,1,3,1
689maize_train_streak virus.JPG,1,1,1
leaf spot874_.jpg,1,3,1
leaf spot539_.jpg,1,3,1
leaf blight612_.jpg,1,2,1
319maize_train_leaf blight.JPG,1,2,1
AUG_0f703298.jpg,1,0,0
708maize_valid_leaf spot.JPG,1,3,1
218maize_train_healthy.JPG,1,0,0
189maize_train_healthy.JPG,1,0,0
leaf spot324_.jpg,1,3,1
healthy94_.jpg,1,0,0
677maize_valid_streak virus.JPG,1,1,1
streak virus5_.jpg,1,1,1
94maize_train_healthy.JPG,1,0,0
leaf blight721_.jpg,1,2,1
58maize_train_leaf blight.JPG,1,2,1
streak virus965_.jpg,1,1,1
leaf spot811_.jpg,1,3,1
AUG_730a0a0e.jpg,1,0,0
AUG_3f6e50b6.jpg,1,0,0
leaf spot818_.jpg,1,3,1
leaf blight943_.jpg,1,2,1
leaf blight809_.jpg,1,2,1
leaf spot897_.jpg,1,3,1
AUG_31db5d95.jpg,1,0,0
AUG_66951b2f.jpg,1,0,0
955maize_train_leaf blight.JPG,1,2,1
AUG_1c008a28.jpg,1,0,0
leaf blight66_.jpg,1,2,1
AUG_32646921.jpg,1,0,0
797maize_valid_leaf blight.JPG,1,2,1
streak virus158_.jpg,1,1,1
2188maize_train_leaf blight.JPG,1,2,1
leaf spot794_.jpg,1,3,1
leaf spot1119_.jpg,1,3,1
leaf spot49_.jpg,1,3,1
streak virus319_.jpg,1,1,1
676maize_train_leaf blight.JPG,1,2,1
leaf spot264_.jpg,1,3,1
streak virus337_.jpg,1,1,1
AUG_7ec60701.jpg,1,0,0
814maize_valid_streak virus.JPG,1,1,1
leaf spot470_.jpg,1,3,1
855maize_valid_streak virus.JPG,1,1,1
streak virus143_.jpg,1,1,1
leaf blight317_.jpg,1,2,1
leaf blight563_.jpg,1,2,1
leaf blight1010_.jpg,1,2,1
leaf spot184_.jpg,1,3,1
leaf blight355_.jpg,1,2,1
leaf spot300_.jpg,1,3,1
2085maize_train_leaf blight.JPG,1,2,1
339maize_valid_leaf spot.JPG,1,3,1
AUG_4198a33e.jpg,1,0,0
leaf blight602_.jpg,1,2,1
AUG_0c734d07.jpg,1,0,0
leaf spot178_.jpg,1,3,1
leaf blight266_.jpg,1,2,1
leaf spot441_.jpg,1,3,1
405maize_valid_leaf blight.JPG,1,2,1
leaf spot1264_.jpg,1,3,1
178maize_train_leaf blight.JPG,1,2,1
AUG_f65f14b3.jpg,1,0,0
streak virus826_.jpg,1,1,1
927maize_train_leaf blight.JPG,1,2,1
382maize_valid_leaf spot.JPG,1,3,1
266maize_valid_streak virus.JPG,1,1,1
streak virus667_.jpg,1,1,1
leaf spot739_.jpg,1,3,1
leaf spot499_.jpg,1,3,1
leaf spot1203_.jpg,1,3,1
streak virus9_.jpg,1,1,1
917maize_valid_leaf blight.JPG,1,2,1
572maize_valid_streak virus.JPG,1,1,1
streak virus351_.jpg,1,1,1
403maize_valid_leaf spot.JPG,1,3,1
689maize_valid_leaf blight.JPG,1,2,1
leaf spot923_.jpg,1,3,1
leaf blight827_.jpg,1,2,1
streak virus791_.jpg,1,1,1
263maize_valid_streak virus.JPG,1,1,1
670maize_valid_leaf spot.JPG,1,3,1
922maize_valid_leaf blight.JPG,1,2,1
leaf spot552_.jpg,1,3,1
AUG_74762871.jpg,1,0,0
687maize_valid_streak virus.JPG,1,1,1
529maize_train_streak virus.JPG,1,1,1
healthy190_.jpg,1,0,0
869maize_valid_streak virus.JPG,1,1,1
leaf blight566_.jpg,1,2,1
leaf blight59_.jpg,1,2,1
leaf blight493_.jpg,1,2,1
leaf spot1180_.jpg,1,3,1
AUG_e20b8762.jpg,1,0,0
874maize_valid_leaf blight.JPG,1,2,1
leaf blight433_.jpg,1,2,1
775maize_train_streak virus.JPG,1,1,1
638maize_valid_leaf spot.JPG,1,3,1
1maize_valid_leaf blight.JPG,1,2,1
leaf spot566_.jpg,1,3,1
healthy160_.jpg,1,0,0
AUG_7a099fb6.jpg,1,0,0
healthy83_.jpg,1,0,0
streak virus464_.jpg,1,1,1
210maize_valid_healthy.JPG,1,0,0
streak virus1001_.jpg,1,1,1
AUG_5dcb5979.jpg,1,0,0
164maize_train_healthy.JPG,1,0,0
leaf spot567_.jpg,1,3,1
leaf blight377_.jpg,1,2,1
715maize_valid_streak virus.JPG,1,1,1
streak virus982_.jpg,1,1,1
AUG_f822a57c.jpg,1,0,0
2290maize_train_leaf blight.JPG,1,2,1
AUG_df35d6db.jpg,1,0,0
streak virus356_.jpg,1,1,1
656maize_valid_leaf spot.JPG,1,3,1
leaf blight663_.jpg,1,2,1
642maize_valid_leaf spot.JPG,1,3,1
streak virus568_.jpg,1,1,1
344maize_valid_streak virus.JPG,1,1,1
145maize_valid_leaf blight.JPG,1,2,1
191maize_valid_streak virus.JPG,1,1,1
leaf spot648_.jpg,1,3,1
AUG_f03cb800.jpg,1,0,0
987maize_valid_streak virus.JPG,1,1,1
856maize_valid_streak virus.JPG,1,1,1
329maize_train_streak virus.JPG,1,1,1
streak virus443_.jpg,1,1,1
leaf blight532_.jpg,1,2,1
streak virus957_.jpg,1,1,1
AUG_e2e0a24e.jpg,1,0,0
2056maize_train_leaf blight.JPG,1,2,1
294maize_train_streak virus.JPG,1,1,1
leaf blight898_.jpg,1,2,1
40maize_valid_streak virus.JPG,1,1,1
2074maize_train_leaf blight.JPG,1,2,1
leaf spot684_.jpg,1,3,1
leaf spot613_.jpg,1,3,1
980maize_valid_streak virus.JPG,1,1,1
streak virus583_.jpg,1,1,1
AUG_32382b9f.jpg,1,0,0
828maize_valid_streak virus.JPG,1,1,1
streak virus913_.jpg,1,1,1
679maize_valid_leaf blight.JPG,1,2,1
streak virus674_.jpg,1,1,1
leaf spot702_.jpg,1,3,1
leaf spot450_.jpg,1,3,1
780maize_train_streak virus.JPG,1,1,1
AUG_e30b5cc7.jpg,1,0,0
AUG_0734776d.jpg,1,0,0
leaf blight56_.jpg,1,2,1
streak virus259_.jpg,1,1,1
198maize_train_healthy.JPG,1,0,0
AUG_ba232940.jpg,1,0,0
574maize_valid_streak virus.JPG,1,1,1
453maize_valid_leaf blight.JPG,1,2,1
AUG_3920d797.jpg,1,0,0
2093maize_train_leaf blight.JPG,1,2,1
AUG_a7d2dbcd.jpg,1,0,0
701maize_valid_streak virus.JPG,1,1,1
1904maize_train_leaf spot.JPG,1,3,1
718maize_valid_streak virus.JPG,1,1,1
streak virus297_.jpg,1,1,1
197maize_train_streak virus.JPG,1,1,1
leaf blight744_.jpg,1,2,1
AUG_1b60295a.jpg,1,0,0
leaf spot225_.jpg,1,3,1
AUG_682d4694.jpg,1,0,0
streak virus313_.jpg,1,1,1
718maize_valid_leaf spot.JPG,1,3,1
leaf spot130_.jpg,1,3,1
streak virus56_.jpg,1,1,1
leaf blight847_.jpg,1,2,1
leaf blight549_.jpg,1,2,1
leaf spot1048_.jpg,1,3,1
leaf spot733_.jpg,1,3,1
2170maize_train_leaf blight.JPG,1,2,1
58maize_valid_streak virus.JPG,1,1,1
876maize_valid_leaf blight.JPG,1,2,1
448maize_valid_leaf blight.JPG,1,2,1
leaf spot598_.jpg,1,3,1
leaf blight582_.jpg,1,2,1
AUG_96f494d3.jpg,1,0,0
834maize_valid_streak virus.JPG,1,1,1
973maize_valid_streak virus.JPG,1,1,1
2081maize_train_leaf blight.JPG,1,2,1
393maize_valid_streak virus.JPG,1,1,1
streak virus453_.jpg,1,1,1
2103maize_train_leaf blight.JPG,1,2,1
829maize_valid_leaf blight.JPG,1,2,1
leaf spot419_.jpg,1,3,1
leaf blight787_.jpg,1,2,1
streak virus782_.jpg,1,1,1
leaf spot641_.jpg,1,3,1
AUG_2f416ddc.jpg,1,0,0
AUG_c5307a2a.jpg,1,0,0
leaf blight28_.jpg,1,2,1
AUG_a69b5952.jpg,1,0,0
1039maize_valid_leaf spot.JPG,1,3,1
